[0.1786166934916299, 0.029013138330308608, 0.08361296995604772, 0.219309713069145, 0.23220328848172392, 0.18664476828916574, 0.2004622278342941, 0.2671152911230697, 0.2387934788866389, 0.2781227085009668, 0.33270005406312936, 0.44705344586647716, 0.5412763969551257, 0.5124762171096306, 0.5761068902729938, 0.6622819366302825, 0.7407680828533738, 0.7455217906581544, 0.9017491296826708, 0.9641925754813077, 0.9716167632775722, 0.9370565556338157, 0.9117852059744717, 1.005092617946012, 1.0510023096328074, 1.0664873372947525, 1.1007939366033865, 1.0950758686227489, 0.9627808259014834, 0.9100831135091294, 0.9140117782524134, 0.9567140286175275, 0.9626303951151964, 1.0222100233856573, 0.9929999434698444, 0.909735245035527, 0.8919431890288448, 0.8058656350927486, 0.849023926100265, 0.780409700475769, 0.7857047927490054, 0.7507188919459147, 0.6695640504639723, 0.6007535446422407, 0.5883137882481028, 0.621289549938386, 0.49465054247642976, 0.5983635625728109, 0.5520664028155926, 0.5804601228659143, 0.4830779851015157, 0.36456948485296303, 0.41847335074282765, 0.3153345812478249, 0.21316551297172287, 0.13501405116239334, 0.0685873113637486, -0.03373079835409383, -0.07200638756667536, -0.21070077094565, -0.26490819714981423, -0.2326577151301032, -0.32923245116457456, -0.3620980744856616, -0.5353244850405338, -0.6309338551785377, -0.6532899425694172, -0.7540207550784115, -0.7793589941138287, -0.7364814224888521, -0.7919858358908411, -0.9035227152862925, -0.9482176419524888, -1.0083091278343994, -0.9258642957290864, -0.9225922500738062, -0.9591551186017018, -0.9631722851859379, -0.9974053878259838, -0.9595825656036256, -0.9208082427003987, -0.8964342644894547, -0.8947605077752024, -0.9136833195679064, -0.9349195158634582, -0.9148524999818365, -0.856822145980406, -0.7966264563450041, -0.7703145991647626, -0.8414759157841492, -0.8267796155927432, -0.7169078002199846, -0.676693039548897, -0.6237425110754458, -0.5268180584662999, -0.4733108392429567, -0.4056073626921776, -0.4365555248303029, -0.39899945229505684, -0.2743604051000976, -0.25509777765705344, -0.23363278665860712, -0.17759390441393544, -0.12776008144874113, -0.10702371353088977, -0.07389920813448543, 0.015319788266465118, 0.13356340995069096, 0.11401885556967686, 0.16340118833963668, 0.28895396737521606, 0.34355149566501647, 0.4158770605332518, 0.5224288852441129, 0.6382959346306375, 0.722179761647036, 0.7786131422260906, 0.8212698513643033, 0.9972651690826899, 1.030638474444876, 1.0229367282211461, 0.8949750539704129, 0.8088859886246633, 0.7876830800437209, 0.7666872423455546, 0.8819100181735479, 0.7922002061455957, 0.8641173786239922, 0.872768357073604, 0.8578630535630369, 0.912037109565478, 0.9886390391465245, 1.0969538115282258, 1.053703176000814, 1.07764401364253, 0.987724555508984, 0.982294078118095, 0.9663275376951097, 0.8970575631064467, 0.8279541881660226, 0.7939582379429274, 0.8559953465595344, 0.7674897238180931, 0.792540651289289, 0.6747901216303511, 0.5639203400012163, 0.5388754252363867, 0.38966116394196215, 0.3543616378617186, 0.325746577083447, 0.3101708449476802, 0.14887989391145323, 0.10721971617833237, -0.0007195140619984386, -0.1027984275281065, -0.16312725072940795, -0.20447895358142176, -0.16938239981223027, -0.33459175384422457, -0.44305864631881775, -0.5940318094938636, -0.5929346719916628, -0.6335799782459096, -0.6330037360694498, -0.574030204252528, -0.5974213113560747, -0.6346020125059428, -0.7058348795165471, -0.6973240363678268, -0.7207788567850656, -0.7625762930891603, -0.8131456844407591, -0.8100062892419961, -0.9015903301456822, -0.9197637253516298, -0.8506585942768558, -0.9614700810648353, -1.073769505787915, -1.0306980718030587, -0.8854291090126987, -0.8390938807530338, -0.8960521359463229, -0.9555796723514778, -0.9388154565148306, -0.9909236169929627, -1.0748452537850757, -0.9560036528298396, -0.8870411921971437, -0.9138548706509179, -0.9405948158661428, -0.9453532207257522, -0.8256677055985545, -0.7149483230221129, -0.7199574273058152, -0.6824419941967865, -0.6171069752778036, -0.5859382346398394, -0.5019335628985753, -0.40016461029164746, -0.4192276636482304]
(142, 0.29601641747737656)
(143, 0.7283121783726227)
(144, 0.008037847303325296)
(145, -0.18216328701135892)
(146, 0.2255368820471691)
(147, -0.20142080331493045)
(148, 0.48568565598589064)
(149, -0.01650554718083988)
(150, 0.7717963934666531)
(151, -0.6264967980313758)
(152, -0.12058535985383204)
(153, -0.35108012403068545)
(154, -1.0127512873577553)
(155, -0.7854515190243734)
(156, -0.18798014647296868)
(157, 0.1495447343769839)
(158, -1.166407884334052)
(159, -1.1011744719267713)
(160, -0.7379352382838051)
(161, -0.615525423009369)
(162, -0.5270384223962998)
(163, -0.3453177022660879)
(164, -0.4230159691885379)
(165, -1.0193625900598395)
(166, -0.5597871579716514)
(167, -0.5627839357290572)
(168, -1.0812994528468483)
(169, -1.3357226760991598)
(170, -1.1559096013247518)
(171, -1.1212193365253587)
(172, -0.49564447040866916)
(173, -1.2611581113029486)
(174, -0.6047499212480147)
(175, -0.3283112793120986)
(176, -1.6679020258514472)
(177, -1.6857781829598553)
(178, -0.6505851129982849)
(179, 0.1169669518044445)
(180, -0.6925573187281046)
(181, -1.6908018884582514)
(182, -1.090919834460217)
(183, -1.0935159529364742)
(184, -1.1258315260293386)
(185, -1.1675276472332263)
(186, -0.47948601629908755)
(187, -0.9961535766328954)
(188, -0.918721897536027)
(189, -0.15043250034780392)
(190, -0.7401413673242014)
(191, -0.4939467371862737)
(192, 0.016273991304199764)
(193, -1.1436069957734976)
(194, -0.7506771949390518)
(195, -0.5141774580433971)
(196, -0.16779860991944628)
(197, -0.15610685922025344)
(198, 0.09896762853325103)
(199, -0.34106303391363396)
(0, 0.12202631269335006)
(10, 0.7174996592994725)
(20, 1.1387254631747432)
(30, 0.9774386350628241)
(40, 0.4865730830738085)
(50, 0.1117536460435946)
(60, -0.5450801981707786)
(70, -0.9471959376782872)
(80, -0.8243777465442035)
(90, -0.4620348048848465)
(100, -0.08259011050742453)
(110, 0.5899528683804307)
(120, 0.526335096949323)
(130, 1.0763363111987754)
(140, 0.7645094811964976)
(150, 0.0488976408131228)
(160, -0.6211418341929122)
(170, -1.0299182178570205)
(180, -0.9559038759184025)
(190, -0.5174424103785141)
(0, 0.1786166934916299)
(1, 0.029013138330308608)
(2, 0.08361296995604772)
(3, 0.219309713069145)
(4, 0.23220328848172392)
(5, 0.18664476828916574)
(6, 0.2004622278342941)
(7, 0.2671152911230697)
(8, 0.2387934788866389)
(9, 0.2781227085009668)
(10, 0.33270005406312936)
(11, 0.44705344586647716)
(12, 0.5412763969551257)
(13, 0.5124762171096306)
(14, 0.5761068902729938)
(15, 0.6622819366302825)
(16, 0.7407680828533738)
(17, 0.7455217906581544)
(18, 0.9017491296826708)
(19, 0.9641925754813077)
(20, 0.9716167632775722)
(21, 0.9370565556338157)
(22, 0.9117852059744717)
(23, 1.005092617946012)
(24, 1.0510023096328074)
(25, 1.0664873372947525)
(26, 1.1007939366033865)
(27, 1.0950758686227489)
(28, 0.9627808259014834)
(29, 0.9100831135091294)
(30, 0.9140117782524134)
(31, 0.9567140286175275)
(32, 0.9626303951151964)
(33, 1.0222100233856573)
(34, 0.9929999434698444)
(35, 0.909735245035527)
(36, 0.8919431890288448)
(37, 0.8058656350927486)
(38, 0.849023926100265)
(39, 0.780409700475769)
(40, 0.7857047927490054)
(41, 0.7507188919459147)
(42, 0.6695640504639723)
(43, 0.6007535446422407)
(44, 0.5883137882481028)
(45, 0.621289549938386)
(46, 0.49465054247642976)
(47, 0.5983635625728109)
(48, 0.5520664028155926)
(49, 0.5804601228659143)
(50, 0.4830779851015157)
(51, 0.36456948485296303)
(52, 0.41847335074282765)
(53, 0.3153345812478249)
(54, 0.21316551297172287)
(55, 0.13501405116239334)
(56, 0.0685873113637486)
(57, -0.03373079835409383)
(58, -0.07200638756667536)
(59, -0.21070077094565)
(60, -0.26490819714981423)
(61, -0.2326577151301032)
(62, -0.32923245116457456)
(63, -0.3620980744856616)
(64, -0.5353244850405338)
(65, -0.6309338551785377)
(66, -0.6532899425694172)
(67, -0.7540207550784115)
(68, -0.7793589941138287)
(69, -0.7364814224888521)
(70, -0.7919858358908411)
(71, -0.9035227152862925)
(72, -0.9482176419524888)
(73, -1.0083091278343994)
(74, -0.9258642957290864)
(75, -0.9225922500738062)
(76, -0.9591551186017018)
(77, -0.9631722851859379)
(78, -0.9974053878259838)
(79, -0.9595825656036256)
(80, -0.9208082427003987)
(81, -0.8964342644894547)
(82, -0.8947605077752024)
(83, -0.9136833195679064)
(84, -0.9349195158634582)
(85, -0.9148524999818365)
(86, -0.856822145980406)
(87, -0.7966264563450041)
(88, -0.7703145991647626)
(89, -0.8414759157841492)
(90, -0.8267796155927432)
(91, -0.7169078002199846)
(92, -0.676693039548897)
(93, -0.6237425110754458)
(94, -0.5268180584662999)
(95, -0.4733108392429567)
(96, -0.4056073626921776)
(97, -0.4365555248303029)
(98, -0.39899945229505684)
(99, -0.2743604051000976)
(100, -0.25509777765705344)
(101, -0.23363278665860712)
(102, -0.17759390441393544)
(103, -0.12776008144874113)
(104, -0.10702371353088977)
(105, -0.07389920813448543)
(106, 0.015319788266465118)
(107, 0.13356340995069096)
(108, 0.11401885556967686)
(109, 0.16340118833963668)
(110, 0.28895396737521606)
(111, 0.34355149566501647)
(112, 0.4158770605332518)
(113, 0.5224288852441129)
(114, 0.6382959346306375)
(115, 0.722179761647036)
(116, 0.7786131422260906)
(117, 0.8212698513643033)
(118, 0.9972651690826899)
(119, 1.030638474444876)
(120, 1.0229367282211461)
(121, 0.8949750539704129)
(122, 0.8088859886246633)
(123, 0.7876830800437209)
(124, 0.7666872423455546)
(125, 0.8819100181735479)
(126, 0.7922002061455957)
(127, 0.8641173786239922)
(128, 0.872768357073604)
(129, 0.8578630535630369)
(130, 0.912037109565478)
(131, 0.9886390391465245)
(132, 1.0969538115282258)
(133, 1.053703176000814)
(134, 1.07764401364253)
(135, 0.987724555508984)
(136, 0.982294078118095)
(137, 0.9663275376951097)
(138, 0.8970575631064467)
(139, 0.8279541881660226)
(140, 0.7939582379429274)
(141, 0.8559953465595344)
(142, 0.7674897238180931)
(143, 0.792540651289289)
(144, 0.6747901216303511)
(145, 0.5639203400012163)
(146, 0.5388754252363867)
(147, 0.38966116394196215)
(148, 0.3543616378617186)
(149, 0.325746577083447)
(150, 0.3101708449476802)
(151, 0.14887989391145323)
(152, 0.10721971617833237)
(153, -0.0007195140619984386)
(154, -0.1027984275281065)
(155, -0.16312725072940795)
(156, -0.20447895358142176)
(157, -0.16938239981223027)
(158, -0.33459175384422457)
(159, -0.44305864631881775)
(160, -0.5940318094938636)
(161, -0.5929346719916628)
(162, -0.6335799782459096)
(163, -0.6330037360694498)
(164, -0.574030204252528)
(165, -0.5974213113560747)
(166, -0.6346020125059428)
(167, -0.7058348795165471)
(168, -0.6973240363678268)
(169, -0.7207788567850656)
(170, -0.7625762930891603)
(171, -0.8131456844407591)
(172, -0.8100062892419961)
(173, -0.9015903301456822)
(174, -0.9197637253516298)
(175, -0.8506585942768558)
(176, -0.9614700810648353)
(177, -1.073769505787915)
(178, -1.0306980718030587)
(179, -0.8854291090126987)
(180, -0.8390938807530338)
(181, -0.8960521359463229)
(182, -0.9555796723514778)
(183, -0.9388154565148306)
(184, -0.9909236169929627)
(185, -1.0748452537850757)
(186, -0.9560036528298396)
(187, -0.8870411921971437)
(188, -0.9138548706509179)
(189, -0.9405948158661428)
(190, -0.9453532207257522)
(191, -0.8256677055985545)
(192, -0.7149483230221129)
(193, -0.7199574273058152)
(194, -0.6824419941967865)
(195, -0.6171069752778036)
(196, -0.5859382346398394)
(197, -0.5019335628985753)
(198, -0.40016461029164746)
(199, -0.4192276636482304)
